scroll_id,dag_depth,complexity,fork_score,unit_type,latency_ms,energy_w,timestamp
scroll_04767,4,0.74,2.96,fireteam,0.878,0.0119,2025-01-13T10:34:08.026836
scroll_04768,3,0.88,2.64,fireteam,0.905,0.0136,2025-05-05T10:34:08.026846
scroll_04769,4,0.43,1.72,sniper_pair,0.825,0.0132,2024-07-26T10:34:08.026857
scroll_04770,4,0.62,2.48,sniper_pair,0.767,0.0124,2024-06-24T10:34:08.026867
scroll_04771,5,0.74,3.7,squad,0.939,0.0173,2024-07-27T10:34:08.026877
scroll_04772,6,0.91,5.46,platoon,1.252,0.0168,2024-06-30T10:34:08.026888
scroll_04773,5,0.79,3.95,squad,1.0,0.0179,2024-10-26T10:34:08.026898
scroll_04774,5,0.59,2.9499999999999997,fireteam,0.97,0.0157,2025-01-19T10:34:08.026909
scroll_04775,4,0.76,3.04,fireteam,0.792,0.0142,2024-07-27T10:34:08.026919
scroll_04776,6,0.45,2.7,fireteam,0.845,0.0138,2025-05-06T10:34:08.026930
scroll_04777,6,0.46,2.7600000000000002,fireteam,0.888,0.0156,2024-07-19T10:34:08.026940
scroll_04778,6,0.93,5.58,company,1.484,0.0188,2025-03-06T10:34:08.026950
scroll_04779,3,0.7,2.0999999999999996,sniper_pair,0.807,0.0134,2025-03-23T10:34:08.026960
scroll_04780,5,0.66,3.3000000000000003,fireteam,0.937,0.0136,2025-04-12T10:34:08.026970
scroll_04781,3,0.7,2.0999999999999996,sniper_pair,0.859,0.0121,2024-12-03T10:34:08.026981
scroll_04782,6,0.57,3.42,fireteam,0.963,0.0123,2024-07-24T10:34:08.026994
scroll_04783,5,0.56,2.8000000000000003,fireteam,0.939,0.0154,2024-11-28T10:34:08.027011
scroll_04784,2,0.93,1.86,sniper_pair,0.774,0.0136,2024-11-19T10:34:08.027027
scroll_04785,2,0.93,1.86,sniper_pair,0.848,0.0121,2024-05-20T10:34:08.027040
scroll_04786,6,0.47,2.82,fireteam,0.862,0.0144,2025-02-16T10:34:08.027056
scroll_04787,3,0.96,2.88,fireteam,0.951,0.014,2025-03-28T10:34:08.027075
scroll_04788,4,0.79,3.16,fireteam,0.878,0.0138,2024-05-17T10:34:08.027086
scroll_04789,2,0.74,1.48,sniper_pair,0.77,0.0126,2024-11-14T10:34:08.027096
scroll_04790,5,0.77,3.85,squad,0.997,0.0166,2024-07-11T10:34:08.027107
scroll_04791,4,0.48,1.92,sniper_pair,0.766,0.0121,2024-07-14T10:34:08.027118
scroll_04792,6,0.84,5.04,platoon,1.149,0.0198,2025-04-25T10:34:08.027128
scroll_04793,2,0.57,1.14,sniper_pair,0.873,0.0113,2024-07-29T10:34:08.027138
scroll_04794,4,0.47,1.88,sniper_pair,0.81,0.0127,2024-07-23T10:34:08.027148
scroll_04795,3,0.49,1.47,sniper_pair,0.799,0.0099,2025-05-12T10:34:08.027159
scroll_04796,3,0.62,1.8599999999999999,sniper_pair,0.869,0.0117,2024-10-27T10:34:08.027169
scroll_04797,5,0.82,4.1,squad,1.014,0.0174,2025-02-21T10:34:08.027179
scroll_04798,2,0.74,1.48,sniper_pair,0.728,0.0134,2024-09-26T10:34:08.027189
scroll_04799,5,0.77,3.85,squad,1.01,0.019,2024-06-12T10:34:08.027200
scroll_04800,4,0.45,1.8,sniper_pair,0.811,0.0123,2025-05-01T10:34:08.027210
scroll_04801,4,0.98,3.92,squad,1.049,0.0163,2024-10-02T10:34:08.027222
scroll_04802,5,0.48,2.4,sniper_pair,0.838,0.012,2024-06-27T10:34:08.027234
scroll_04803,2,0.53,1.06,sniper_pair,0.746,0.012,2024-06-18T10:34:08.027245
scroll_04804,3,0.83,2.4899999999999998,sniper_pair,0.817,0.0121,2024-06-06T10:34:08.027255
scroll_04805,5,0.8,4.0,squad,1.068,0.0164,2024-09-22T10:34:08.027265
scroll_04806,6,1.0,6.0,company,1.407,0.0202,2024-09-26T10:34:08.027279
scroll_04807,6,0.67,4.0200000000000005,squad,0.914,0.0165,2024-06-20T10:34:08.027296
scroll_04808,3,0.65,1.9500000000000002,sniper_pair,0.736,0.0108,2024-07-06T10:34:08.027310
scroll_04809,5,0.45,2.25,sniper_pair,0.814,0.0126,2024-07-23T10:34:08.027321
scroll_04810,2,0.91,1.82,sniper_pair,0.806,0.0136,2025-02-20T10:34:08.027333
scroll_04811,2,0.45,0.9,sniper_pair,0.854,0.013,2025-02-14T10:34:08.027351
scroll_04812,4,0.59,2.36,sniper_pair,0.879,0.0115,2025-05-12T10:34:08.027362
scroll_04813,3,0.92,2.7600000000000002,fireteam,0.842,0.0154,2024-10-05T10:34:08.027372
scroll_04814,5,0.59,2.9499999999999997,fireteam,0.943,0.0152,2024-08-21T10:34:08.027382
scroll_04815,6,0.96,5.76,company,1.572,0.0195,2024-07-28T10:34:08.027393
scroll_04816,2,0.4,0.8,sniper_pair,0.762,0.0119,2024-12-31T10:34:08.027403
scroll_04817,6,0.47,2.82,fireteam,0.825,0.0146,2025-03-31T10:34:08.027414
scroll_04818,5,0.82,4.1,squad,0.999,0.0174,2024-08-24T10:34:08.027424
scroll_04819,4,0.98,3.92,squad,1.061,0.0175,2024-11-27T10:34:08.027434
scroll_04820,2,0.6,1.2,sniper_pair,0.794,0.0124,2024-12-16T10:34:08.027444
scroll_04821,5,0.83,4.1499999999999995,squad,0.969,0.0166,2025-01-19T10:34:08.027454
scroll_04822,3,0.81,2.43,sniper_pair,0.799,0.0142,2025-03-04T10:34:08.027464
scroll_04823,3,0.83,2.4899999999999998,sniper_pair,0.775,0.0112,2024-09-10T10:34:08.027474
scroll_04824,6,0.99,5.9399999999999995,company,1.458,0.0203,2024-12-25T10:34:08.027485
scroll_04825,5,0.59,2.9499999999999997,fireteam,0.827,0.0138,2024-06-26T10:34:08.027495
scroll_04826,2,0.49,0.98,sniper_pair,0.85,0.012,2025-03-08T10:34:08.027506
scroll_04827,4,0.42,1.68,sniper_pair,0.734,0.0132,2025-04-12T10:34:08.027516
scroll_04828,2,0.59,1.18,sniper_pair,0.722,0.0129,2024-07-08T10:34:08.027526
scroll_04829,5,0.58,2.9,fireteam,0.868,0.0133,2025-04-03T10:34:08.027536
scroll_04830,2,0.49,0.98,sniper_pair,0.753,0.0114,2024-07-28T10:34:08.027546
scroll_04831,4,0.8,3.2,fireteam,0.875,0.0156,2025-04-15T10:34:08.027557
scroll_04832,5,0.58,2.9,fireteam,0.956,0.0147,2024-10-04T10:34:08.027567
scroll_04833,5,0.93,4.65,platoon,1.185,0.0183,2024-06-23T10:34:08.027577
scroll_04834,4,0.66,2.64,fireteam,0.846,0.0129,2025-04-13T10:34:08.027588
scroll_04835,2,0.77,1.54,sniper_pair,0.842,0.0121,2025-04-28T10:34:08.027600
scroll_04836,5,0.65,3.25,fireteam,0.843,0.0122,2024-07-05T10:34:08.027618
scroll_04837,6,0.77,4.62,platoon,1.149,0.018,2025-01-16T10:34:08.027629
scroll_04838,2,0.77,1.54,sniper_pair,0.799,0.012,2025-02-11T10:34:08.027639
scroll_04839,3,0.82,2.46,sniper_pair,0.759,0.0118,2025-01-10T10:34:08.027649
scroll_04840,6,0.96,5.76,company,1.525,0.0204,2025-04-08T10:34:08.027659
scroll_04841,2,0.96,1.92,sniper_pair,0.828,0.0102,2024-10-23T10:34:08.027669
scroll_04842,6,0.8,4.800000000000001,platoon,1.25,0.019,2024-10-24T10:34:08.027680
scroll_04843,4,0.65,2.6,fireteam,1.012,0.0129,2024-10-25T10:34:08.027690
scroll_04844,2,0.96,1.92,sniper_pair,0.708,0.0126,2024-11-24T10:34:08.027700
scroll_04845,6,0.57,3.42,fireteam,0.99,0.0141,2024-11-05T10:34:08.027710
scroll_04846,6,0.45,2.7,fireteam,0.843,0.0145,2025-02-10T10:34:08.027721
scroll_04847,3,0.66,1.98,sniper_pair,0.79,0.013,2024-09-22T10:34:08.027731
scroll_04848,2,0.42,0.84,sniper_pair,0.821,0.0134,2024-05-31T10:34:08.027741
scroll_04849,6,0.68,4.08,squad,1.115,0.0171,2025-02-19T10:34:08.027751
scroll_04850,5,0.49,2.45,sniper_pair,0.808,0.0124,2025-02-25T10:34:08.027761
scroll_04851,6,0.41,2.46,sniper_pair,0.795,0.0137,2025-01-17T10:34:08.027772
scroll_04852,5,0.81,4.050000000000001,squad,0.997,0.0163,2024-05-27T10:34:08.027782
scroll_04853,3,0.74,2.2199999999999998,sniper_pair,0.83,0.013,2024-12-07T10:34:08.027793
scroll_04854,5,0.7,3.5,squad,0.967,0.0163,2025-03-08T10:34:08.027803
scroll_04855,3,0.44,1.32,sniper_pair,0.735,0.0122,2024-06-28T10:34:08.027813
scroll_04856,3,0.55,1.6500000000000001,sniper_pair,0.799,0.0138,2024-11-26T10:34:08.027823
scroll_04857,2,0.55,1.1,sniper_pair,0.749,0.0131,2025-04-19T10:34:08.027834
scroll_04858,5,0.57,2.8499999999999996,fireteam,0.915,0.0146,2024-12-20T10:34:08.027844
scroll_04859,5,0.98,4.9,platoon,1.142,0.0192,2024-09-03T10:34:08.027855
scroll_04860,4,0.9,3.6,squad,1.029,0.0182,2024-05-21T10:34:08.027865
scroll_04861,6,0.45,2.7,fireteam,0.947,0.0139,2024-10-22T10:34:08.027875
scroll_04862,2,0.51,1.02,sniper_pair,0.886,0.012,2024-10-03T10:34:08.027885
scroll_04863,2,0.55,1.1,sniper_pair,0.855,0.012,2024-11-28T10:34:08.027896
scroll_04864,2,0.69,1.38,sniper_pair,0.793,0.0125,2024-12-03T10:34:08.027906
scroll_04865,6,0.53,3.18,fireteam,0.911,0.0142,2024-07-07T10:34:08.027916
scroll_04866,2,0.82,1.64,sniper_pair,0.89,0.0115,2025-01-08T10:34:08.027926
scroll_04867,2,0.51,1.02,sniper_pair,0.85,0.013,2024-10-23T10:34:08.027936
scroll_04868,3,0.88,2.64,fireteam,0.929,0.013,2024-09-30T10:34:08.027946
scroll_04869,5,0.78,3.9000000000000004,squad,0.975,0.0157,2024-07-21T10:34:08.027957
scroll_04870,2,0.88,1.76,sniper_pair,0.871,0.0124,2025-04-17T10:34:08.027967
scroll_04871,3,0.56,1.6800000000000002,sniper_pair,0.734,0.0114,2024-08-14T10:34:08.027977
scroll_04872,3,0.75,2.25,sniper_pair,0.861,0.0121,2025-04-01T10:34:08.027987
scroll_04873,6,0.64,3.84,squad,1.006,0.0164,2025-01-28T10:34:08.027998
scroll_04874,2,0.52,1.04,sniper_pair,0.797,0.0108,2025-04-24T10:34:08.028008
scroll_04875,5,0.6,3.0,fireteam,0.907,0.0142,2024-05-22T10:34:08.028018
scroll_04876,6,0.91,5.46,platoon,1.208,0.0197,2024-11-05T10:34:08.028029
scroll_04877,2,0.71,1.42,sniper_pair,0.728,0.0097,2024-08-31T10:34:08.028039
scroll_04878,3,0.77,2.31,sniper_pair,0.814,0.0117,2025-05-09T10:34:08.028049
scroll_04879,6,0.41,2.46,sniper_pair,0.782,0.011,2024-09-27T10:34:08.028059
scroll_04880,5,0.82,4.1,squad,1.033,0.0159,2024-06-20T10:34:08.028075
scroll_04881,3,0.84,2.52,fireteam,0.907,0.0136,2024-09-22T10:34:08.028089
scroll_04882,5,0.65,3.25,fireteam,0.971,0.0147,2025-03-19T10:34:08.028099
scroll_04883,4,0.45,1.8,sniper_pair,0.759,0.0132,2025-03-22T10:34:08.028109
scroll_04884,5,0.66,3.3000000000000003,fireteam,0.867,0.0143,2025-04-09T10:34:08.028122
scroll_04885,5,0.48,2.4,sniper_pair,0.753,0.0127,2024-12-22T10:34:08.028140
scroll_04886,4,0.56,2.24,sniper_pair,0.798,0.0114,2024-09-23T10:34:08.028154
scroll_04887,2,0.51,1.02,sniper_pair,0.819,0.0114,2024-06-10T10:34:08.028164
scroll_04888,6,0.94,5.64,company,1.463,0.0196,2025-05-04T10:34:08.028175
scroll_04889,6,0.42,2.52,fireteam,0.864,0.0118,2025-01-20T10:34:08.028185
scroll_04890,4,0.53,2.12,sniper_pair,0.685,0.0115,2025-03-30T10:34:08.028195
scroll_04891,3,0.71,2.13,sniper_pair,0.762,0.0111,2025-05-06T10:34:08.028205
scroll_04892,2,0.85,1.7,sniper_pair,0.816,0.0119,2024-09-16T10:34:08.028215
scroll_04893,5,0.55,2.75,fireteam,0.921,0.0149,2025-01-08T10:34:08.028225
scroll_04894,2,0.54,1.08,sniper_pair,0.836,0.0108,2025-01-04T10:34:08.028236
scroll_04895,4,0.44,1.76,sniper_pair,0.742,0.0139,2024-09-09T10:34:08.028252
scroll_04896,3,0.57,1.71,sniper_pair,0.909,0.0131,2024-06-04T10:34:08.028267
scroll_04897,3,0.52,1.56,sniper_pair,0.798,0.0128,2025-03-16T10:34:08.028278
scroll_04898,6,0.53,3.18,fireteam,0.91,0.0153,2024-11-16T10:34:08.028288
scroll_04899,2,0.52,1.04,sniper_pair,0.79,0.0111,2025-03-03T10:34:08.028298
scroll_04900,6,0.76,4.5600000000000005,platoon,1.206,0.0193,2024-08-30T10:34:08.028308
scroll_04901,6,0.62,3.7199999999999998,squad,1.048,0.017,2024-05-23T10:34:08.028320
scroll_04902,5,0.95,4.75,platoon,1.2,0.0172,2024-06-20T10:34:08.028331
scroll_04903,4,0.45,1.8,sniper_pair,0.79,0.0134,2025-04-16T10:34:08.028341
scroll_04904,6,0.63,3.7800000000000002,squad,0.935,0.0171,2025-04-30T10:34:08.028355
scroll_04905,4,0.4,1.6,sniper_pair,0.861,0.0117,2024-08-21T10:34:08.028373
scroll_04906,5,0.59,2.9499999999999997,fireteam,0.821,0.0145,2024-05-28T10:34:08.028386
scroll_04907,2,0.98,1.96,sniper_pair,0.885,0.0124,2024-06-17T10:34:08.028396
scroll_04908,6,0.75,4.5,platoon,1.095,0.0179,2024-08-26T10:34:08.028407
scroll_04909,2,0.5,1.0,sniper_pair,0.796,0.0113,2025-02-23T10:34:08.028435
scroll_04910,6,0.96,5.76,company,1.508,0.0203,2024-10-22T10:34:08.028451
scroll_04911,6,0.72,4.32,squad,0.958,0.017,2024-11-26T10:34:08.028467
scroll_04912,5,0.98,4.9,platoon,1.221,0.0202,2024-10-24T10:34:08.028483
scroll_04913,6,0.92,5.5200000000000005,company,1.562,0.0194,2025-05-15T10:34:08.028498
scroll_04914,2,0.57,1.14,sniper_pair,0.836,0.0134,2024-11-29T10:34:08.028515
scroll_04915,5,0.55,2.75,fireteam,0.886,0.0154,2024-12-16T10:34:08.028525
scroll_04916,3,0.52,1.56,sniper_pair,0.851,0.0145,2025-05-04T10:34:08.028536
scroll_04917,4,0.83,3.32,fireteam,0.974,0.0139,2024-09-19T10:34:08.028549
scroll_04918,6,0.45,2.7,fireteam,0.928,0.015,2024-08-06T10:34:08.028567
scroll_04919,5,0.43,2.15,sniper_pair,0.785,0.0121,2024-12-01T10:34:08.028579
scroll_04920,4,0.43,1.72,sniper_pair,0.85,0.012,2024-11-13T10:34:08.028589
scroll_04921,5,0.62,3.1,fireteam,0.751,0.0141,2025-02-28T10:34:08.028599
scroll_04922,4,0.87,3.48,fireteam,0.859,0.0127,2024-11-10T10:34:08.028610
scroll_04923,2,0.88,1.76,sniper_pair,0.755,0.012,2025-05-14T10:34:08.028620
scroll_04924,5,0.58,2.9,fireteam,0.877,0.0163,2024-08-17T10:34:08.028630
scroll_04925,4,0.76,3.04,fireteam,0.891,0.0142,2024-09-18T10:34:08.028640
scroll_04926,3,0.61,1.83,sniper_pair,0.757,0.013,2025-02-07T10:34:08.028652
scroll_04927,6,0.64,3.84,squad,1.013,0.0163,2024-12-25T10:34:08.028663
scroll_04928,6,0.48,2.88,fireteam,1.009,0.0139,2024-11-12T10:34:08.028674
scroll_04929,3,0.73,2.19,sniper_pair,0.713,0.0117,2024-07-24T10:34:08.028692
scroll_04930,3,0.54,1.62,sniper_pair,0.813,0.0119,2025-01-26T10:34:08.028708
scroll_04931,5,0.91,4.55,platoon,1.112,0.0169,2024-12-16T10:34:08.028726
scroll_04932,6,0.49,2.94,fireteam,0.88,0.0155,2024-05-25T10:34:08.028738
scroll_04933,6,0.85,5.1,platoon,1.095,0.0201,2024-11-15T10:34:08.028749
scroll_04934,5,0.46,2.3000000000000003,sniper_pair,0.774,0.0125,2024-08-23T10:34:08.028759
scroll_04935,2,0.58,1.16,sniper_pair,0.805,0.0116,2024-10-13T10:34:08.028773
scroll_04936,5,0.87,4.35,squad,1.038,0.0162,2024-10-08T10:34:08.028790
scroll_04937,4,0.64,2.56,fireteam,0.958,0.014,2024-07-05T10:34:08.028805
scroll_04938,3,0.78,2.34,sniper_pair,0.838,0.0138,2025-01-31T10:34:08.028821
scroll_04939,5,0.44,2.2,sniper_pair,0.848,0.0129,2025-01-27T10:34:08.028839
scroll_04940,2,0.99,1.98,sniper_pair,0.855,0.0125,2024-12-05T10:34:08.028860
scroll_04941,5,0.88,4.4,squad,1.039,0.0179,2025-02-01T10:34:08.028878
scroll_04942,2,0.4,0.8,sniper_pair,0.889,0.0102,2025-01-11T10:34:08.028896
scroll_04943,5,0.42,2.1,sniper_pair,0.758,0.011,2025-01-25T10:34:08.028914
scroll_04944,2,0.93,1.86,sniper_pair,0.848,0.0126,2024-12-20T10:34:08.028932
scroll_04945,5,0.73,3.65,squad,1.02,0.0172,2024-11-19T10:34:08.028943
scroll_04946,3,0.43,1.29,sniper_pair,0.753,0.012,2024-09-19T10:34:08.028953
scroll_04947,6,0.83,4.9799999999999995,platoon,1.233,0.0188,2024-11-25T10:34:08.028963
scroll_04948,2,0.43,0.86,sniper_pair,0.776,0.0136,2024-07-10T10:34:08.028974
scroll_04949,5,0.6,3.0,fireteam,0.825,0.0145,2024-09-02T10:34:08.028984
scroll_04950,2,0.61,1.22,sniper_pair,0.72,0.0107,2025-03-17T10:34:08.028994
scroll_04951,5,0.78,3.9000000000000004,squad,0.985,0.0162,2025-02-21T10:34:08.029006
scroll_04952,5,0.54,2.7,fireteam,0.894,0.0136,2025-04-29T10:34:08.029017
scroll_04953,2,0.8,1.6,sniper_pair,0.834,0.0143,2025-01-20T10:34:08.029027
scroll_04954,3,0.71,2.13,sniper_pair,0.799,0.011,2024-09-23T10:34:08.029038
scroll_04955,5,0.48,2.4,sniper_pair,0.817,0.0129,2024-06-29T10:34:08.029048
scroll_04956,5,0.62,3.1,fireteam,0.898,0.0125,2024-10-12T10:34:08.029058
scroll_04957,5,0.67,3.35,fireteam,0.85,0.014,2025-02-01T10:34:08.029070
scroll_04958,2,0.46,0.92,sniper_pair,0.842,0.0111,2024-08-31T10:34:08.029081
scroll_04959,5,0.77,3.85,squad,1.054,0.019,2025-01-14T10:34:08.029093
scroll_04960,3,0.71,2.13,sniper_pair,0.803,0.0121,2024-11-20T10:34:08.029103
scroll_04961,6,0.75,4.5,platoon,1.187,0.0178,2025-03-20T10:34:08.029113
scroll_04962,5,0.98,4.9,platoon,1.211,0.0189,2024-12-29T10:34:08.029123
scroll_04963,6,0.44,2.64,fireteam,0.858,0.0143,2024-05-25T10:34:08.029133
scroll_04964,2,0.98,1.96,sniper_pair,0.774,0.0113,2024-08-29T10:34:08.029150
scroll_04965,3,0.95,2.8499999999999996,fireteam,0.861,0.0145,2025-01-19T10:34:08.029166
scroll_04966,4,0.49,1.96,sniper_pair,0.752,0.0098,2024-07-14T10:34:08.029176
scroll_04967,5,0.57,2.8499999999999996,fireteam,0.981,0.0144,2024-12-22T10:34:08.029186
scroll_04968,6,0.45,2.7,fireteam,0.931,0.0138,2025-03-03T10:34:08.029201
scroll_04969,2,0.55,1.1,sniper_pair,0.743,0.0122,2024-06-18T10:34:08.029219
scroll_04970,2,0.88,1.76,sniper_pair,0.791,0.0136,2025-03-05T10:34:08.029262
scroll_04971,3,0.56,1.6800000000000002,sniper_pair,0.854,0.0118,2024-09-13T10:34:08.029273
scroll_04972,3,0.66,1.98,sniper_pair,0.789,0.0121,2024-12-21T10:34:08.029283
scroll_04973,4,0.92,3.68,squad,0.946,0.0182,2025-03-12T10:34:08.029294
scroll_04974,6,0.92,5.5200000000000005,company,1.605,0.02,2025-02-05T10:34:08.029304
scroll_04975,5,0.48,2.4,sniper_pair,0.79,0.0138,2025-02-09T10:34:08.029315
scroll_04976,6,0.64,3.84,squad,0.955,0.0166,2024-07-26T10:34:08.029325
scroll_04977,4,0.93,3.72,squad,0.984,0.0175,2024-11-30T10:34:08.029335
scroll_04978,2,0.62,1.24,sniper_pair,0.732,0.0122,2025-01-22T10:34:08.029345
scroll_04979,6,0.89,5.34,platoon,1.271,0.0197,2025-01-27T10:34:08.029355
scroll_04980,3,0.95,2.8499999999999996,fireteam,0.944,0.0142,2025-01-25T10:34:08.029365
scroll_04981,4,0.64,2.56,fireteam,0.841,0.0124,2025-03-02T10:34:08.029375
scroll_04982,6,0.87,5.22,platoon,1.245,0.0196,2025-03-22T10:34:08.029385
scroll_04983,2,0.71,1.42,sniper_pair,0.805,0.0124,2025-03-08T10:34:08.029400
scroll_04984,5,0.99,4.95,platoon,1.248,0.0182,2025-01-01T10:34:08.029417
scroll_04985,6,0.81,4.86,platoon,1.214,0.0198,2025-04-14T10:34:08.029433
scroll_04986,5,0.88,4.4,squad,0.965,0.017,2024-12-23T10:34:08.029451
scroll_04987,2,0.53,1.06,sniper_pair,0.836,0.012,2024-12-30T10:34:08.029463
scroll_04988,3,0.43,1.29,sniper_pair,0.838,0.0131,2024-07-24T10:34:08.029478
scroll_04989,6,0.46,2.7600000000000002,fireteam,0.856,0.0161,2024-09-17T10:34:08.029491
scroll_04990,2,0.93,1.86,sniper_pair,0.905,0.0125,2024-10-23T10:34:08.029508
scroll_04991,4,0.78,3.12,fireteam,0.905,0.0127,2024-12-13T10:34:08.029519
scroll_04992,4,0.96,3.84,squad,0.928,0.0162,2024-07-07T10:34:08.029529
scroll_04993,2,0.56,1.12,sniper_pair,0.882,0.0118,2025-04-03T10:34:08.029540
scroll_04994,3,0.98,2.94,fireteam,0.882,0.0134,2024-06-25T10:34:08.029551
scroll_04995,4,0.55,2.2,sniper_pair,0.849,0.0105,2025-03-30T10:34:08.029562
scroll_04996,4,0.45,1.8,sniper_pair,0.76,0.0126,2024-11-14T10:34:08.029573
scroll_04997,6,0.43,2.58,fireteam,0.982,0.0144,2024-07-07T10:34:08.029583
scroll_04998,6,0.73,4.38,squad,1.017,0.018,2024-06-26T10:34:08.029595
scroll_04999,3,0.87,2.61,fireteam,0.915,0.0141,2025-01-10T10:34:08.029605
scroll_05000,4,0.82,3.28,fireteam,0.865,0.0132,2024-07-12T10:34:08.029616
scroll_05001,6,0.52,3.12,fireteam,0.885,0.0156,2025-04-12T10:34:08.029631
scroll_05002,4,0.46,1.84,sniper_pair,0.742,0.0122,2025-04-20T10:34:08.029649
scroll_05003,5,0.77,3.85,squad,0.979,0.0191,2025-03-17T10:34:08.029661
scroll_05004,4,0.45,1.8,sniper_pair,0.867,0.0111,2024-12-12T10:34:08.029671
scroll_05005,4,0.89,3.56,squad,0.923,0.0162,2024-05-21T10:34:08.029681
scroll_05006,5,0.42,2.1,sniper_pair,0.789,0.0118,2024-06-26T10:34:08.029691
scroll_05007,5,0.97,4.85,platoon,1.064,0.0186,2024-08-04T10:34:08.029701
scroll_05008,2,0.63,1.26,sniper_pair,0.758,0.0129,2024-12-26T10:34:08.029712
scroll_05009,3,0.75,2.25,sniper_pair,0.819,0.0123,2025-03-30T10:34:08.029721
scroll_05010,2,0.67,1.34,sniper_pair,0.8,0.0116,2024-12-10T10:34:08.029732
scroll_05011,4,0.5,2.0,sniper_pair,0.763,0.0122,2024-06-13T10:34:08.029744
scroll_05012,2,0.98,1.96,sniper_pair,0.764,0.0135,2025-01-29T10:34:08.029761
scroll_05013,5,0.64,3.2,fireteam,0.919,0.0134,2024-09-08T10:34:08.029773
scroll_05014,2,0.56,1.12,sniper_pair,0.789,0.014,2025-03-25T10:34:08.029784
scroll_05015,3,0.53,1.59,sniper_pair,0.801,0.0126,2024-12-21T10:34:08.029794
scroll_05016,2,0.98,1.96,sniper_pair,0.76,0.0117,2024-06-22T10:34:08.029804
scroll_05017,4,0.59,2.36,sniper_pair,0.784,0.0117,2024-12-05T10:34:08.029814
scroll_05018,6,0.47,2.82,fireteam,0.848,0.0136,2025-02-12T10:34:08.029824
scroll_05019,3,0.58,1.7399999999999998,sniper_pair,0.782,0.0118,2024-08-09T10:34:08.029834
scroll_05020,6,0.57,3.42,fireteam,0.897,0.0129,2025-02-23T10:34:08.029847
scroll_05021,4,0.78,3.12,fireteam,0.894,0.0134,2024-06-01T10:34:08.029857
scroll_05022,5,0.4,2.0,sniper_pair,0.762,0.0124,2024-11-23T10:34:08.029867
scroll_05023,4,0.66,2.64,fireteam,0.896,0.0144,2024-11-15T10:34:08.029877
scroll_05024,2,0.88,1.76,sniper_pair,0.752,0.0119,2025-05-05T10:34:08.029888
scroll_05025,6,0.73,4.38,squad,0.923,0.0183,2024-12-22T10:34:08.029898
scroll_05026,2,0.82,1.64,sniper_pair,0.837,0.0115,2024-11-05T10:34:08.029908
scroll_05027,5,0.45,2.25,sniper_pair,0.787,0.0127,2024-10-09T10:34:08.029919
scroll_05028,3,0.82,2.46,sniper_pair,0.833,0.0094,2025-05-05T10:34:08.029929
scroll_05029,3,0.41,1.23,sniper_pair,0.838,0.0118,2024-08-26T10:34:08.029938
scroll_05030,4,0.94,3.76,squad,0.98,0.0165,2025-04-24T10:34:08.029949
scroll_05031,2,0.7,1.4,sniper_pair,0.779,0.0115,2025-02-08T10:34:08.029959
scroll_05032,2,0.47,0.94,sniper_pair,0.716,0.0121,2024-08-26T10:34:08.029969
scroll_05033,6,0.83,4.9799999999999995,platoon,1.206,0.0203,2025-04-19T10:34:08.029979
scroll_05034,2,0.81,1.62,sniper_pair,0.849,0.0134,2024-09-19T10:34:08.029989
scroll_05035,3,0.69,2.07,sniper_pair,0.739,0.0126,2025-03-04T10:34:08.029999
scroll_05036,5,0.89,4.45,squad,0.995,0.0178,2024-10-28T10:34:08.030010
scroll_05037,5,0.52,2.6,fireteam,0.842,0.0129,2025-04-09T10:34:08.030020
scroll_05038,4,1.0,4.0,squad,1.029,0.018,2024-12-21T10:34:08.030030
scroll_05039,5,0.95,4.75,platoon,1.226,0.0181,2024-07-18T10:34:08.030040
scroll_05040,6,0.89,5.34,platoon,1.288,0.0175,2024-06-30T10:34:08.030050
scroll_05041,6,0.59,3.54,squad,1.006,0.0171,2024-08-06T10:34:08.030061
scroll_05042,2,0.59,1.18,sniper_pair,0.834,0.0128,2025-01-03T10:34:08.030071
scroll_05043,5,0.97,4.85,platoon,1.127,0.0192,2024-08-16T10:34:08.030081
scroll_05044,3,0.94,2.82,fireteam,0.844,0.0133,2025-03-08T10:34:08.030092
scroll_05045,2,0.78,1.56,sniper_pair,0.824,0.013,2025-02-28T10:34:08.030103
scroll_05046,6,0.64,3.84,squad,1.031,0.0182,2025-02-06T10:34:08.030113
scroll_05047,2,0.6,1.2,sniper_pair,0.812,0.0087,2024-11-02T10:34:08.030124
scroll_05048,4,0.58,2.32,sniper_pair,0.75,0.0117,2024-10-31T10:34:08.030134
scroll_05049,5,0.52,2.6,fireteam,0.941,0.0126,2024-12-05T10:34:08.030144
scroll_05050,5,0.56,2.8000000000000003,fireteam,0.909,0.0142,2025-04-11T10:34:08.030154
scroll_05051,5,0.47,2.3499999999999996,sniper_pair,0.816,0.0127,2024-11-13T10:34:08.030165
scroll_05052,6,0.95,5.699999999999999,company,1.395,0.0185,2025-01-24T10:34:08.030176
scroll_05053,4,0.65,2.6,fireteam,0.896,0.0145,2024-12-20T10:34:08.030186
scroll_05054,4,0.67,2.68,fireteam,0.894,0.0142,2025-04-20T10:34:08.030196
scroll_05055,6,0.5,3.0,fireteam,0.854,0.0134,2024-06-02T10:34:08.030206
scroll_05056,4,0.48,1.92,sniper_pair,0.808,0.0138,2025-04-28T10:34:08.030221
