scroll_id,class,glyphs,execution_time_ms,coherence,timestamp
scroll_1ff6598e,crypto,🜄🜋🜄,1.0833,0.9884,2025-05-16T13:22:03
scroll_306b0cd6,robotics,🜄🜁🜌🜋🜁,0.955,0.969,2025-05-16T20:29:46
scroll_92776469,llm,🜋🜁🔷🜅🜃🜌,0.9981,0.9807,2025-05-16T11:21:48
scroll_f85a250d,robotics,🜃🜅🜃🜌🜌🜄,1.1796,0.9745,2025-05-16T13:55:19
scroll_af627b9a,robotics,🜌🜁🔷,1.1963,0.9828,2025-05-16T02:57:43
scroll_6f2aaaf4,crypto,🜌🜅🜃,0.988,0.9625,2025-05-16T07:45:24
scroll_8f80dc24,crypto,🜋🜁🔷🜄🜃,1.2488,0.9505,2025-05-16T13:19:10
scroll_7cb5bdf1,llm,🜌🜄🜅,0.9944,0.9889,2025-05-16T04:10:32
scroll_5e2650d7,robotics,🔷🜃🜌🜅🜋,1.2412,0.9872,2025-05-16T04:24:26
scroll_7c4aec47,llm,🜋🜋🜋🜅🜰🜋,1.0838,0.9839,2025-05-16T02:38:29
scroll_97126a65,crypto,🜋🜄🜋🜄,1.244,0.9729,2025-05-16T22:00:21
scroll_188fed7c,crypto,🜌🜄🜅🜁,1.0359,0.9501,2025-05-16T08:41:19
scroll_23632263,crypto,🜌🜰🜃🜄,0.9898,0.9688,2025-05-16T21:04:57
scroll_9673fc47,crypto,🜁🜁🜅,1.0585,0.9575,2025-05-16T19:45:00
scroll_823d1729,crypto,🜌🜄🜄🜰,1.2367,0.9641,2025-05-16T05:49:37
scroll_265b9940,crypto,🜃🜁🜁,1.0924,0.9798,2025-05-16T12:31:13
scroll_bb34e205,crypto,🜋🜰🜅🜋🜁🜁,0.9037,0.9533,2025-05-16T18:27:07
scroll_d4b4119b,robotics,🜰🜁🜅,1.0071,0.9529,2025-05-16T01:52:23
scroll_4589d59e,llm,🔷🔷🜅🜌,1.1664,0.9738,2025-05-16T11:27:06
scroll_ca548a55,llm,🜁🜅🜁🜰🜃🜰,0.9187,0.9864,2025-05-16T15:42:54
scroll_4db7b6f0,llm,🜋🜄🜋,1.1096,0.9855,2025-05-16T10:09:48
scroll_795c5317,crypto,🜃🔷🜋,1.1258,0.9814,2025-05-16T23:46:25
scroll_514a73a5,llm,🜅🜰🜌🜃🜰🜌,1.1875,0.9733,2025-05-16T14:41:00
scroll_69ef91a5,llm,🜃🜰🜃🜌,1.114,0.986,2025-05-16T14:50:52
scroll_c9cf27ae,llm,🜄🔷🜰🜰🔷🜁,0.873,0.9896,2025-05-16T06:00:31
scroll_6fc6fe54,llm,🜄🜄🜁🜰🜌🜰,1.1504,0.9842,2025-05-16T21:47:25
scroll_074a0c7f,robotics,🜃🔷🜃,0.9327,0.9598,2025-05-16T23:33:46
scroll_a48ea044,robotics,🜁🜄🜰🜌,1.0049,0.9532,2025-05-16T06:17:40
scroll_9c686f8c,crypto,🜰🔷🔷,1.2083,0.9709,2025-05-16T05:57:02
scroll_4edd7805,robotics,🜰🜌🜄🜰🔷🜃,1.1603,0.9516,2025-05-16T05:12:53
scroll_add3f1a4,robotics,🜄🔷🜰,1.0185,0.9612,2025-05-16T08:46:19
scroll_eab07a9e,crypto,🜅🜰🜁,1.0132,0.9621,2025-05-16T07:33:21
scroll_3d8b669a,crypto,🜄🔷🜁,1.2129,0.9658,2025-05-16T07:57:56
scroll_bb2b22d3,crypto,🜁🔷🜅🜌,1.0596,0.9715,2025-05-16T04:31:35
scroll_4d767125,robotics,🜌🜰🜅🜁,1.0211,0.9573,2025-05-16T07:48:25
scroll_f2b20ef5,robotics,🜌🜋🜄🜄,1.1918,0.966,2025-05-16T08:16:23
scroll_698dbcf6,crypto,🜌🜃🜅🔷🜰,1.0484,0.9835,2025-05-16T08:48:27
scroll_11c7b110,crypto,🔷🜁🜁,0.9792,0.9508,2025-05-16T19:06:28
scroll_15e55f8a,llm,🜃🜅🜅🜁,1.1696,0.9705,2025-05-16T17:02:47
scroll_806f7dc6,llm,🜌🜅🜰🜰🜁🜌,1.158,0.9575,2025-05-16T21:45:10
scroll_74b6c0fc,crypto,🜌🜅🔷🜰,1.1494,0.9604,2025-05-16T04:13:56
scroll_12080ecb,crypto,🜌🜁🜄🜰🜌,0.8985,0.9765,2025-05-16T10:45:17
scroll_c9f3eaa3,llm,🜄🜋🜋🔷🜁🜄,0.8923,0.955,2025-05-16T21:08:32
scroll_274bff0e,robotics,🜰🜁🔷,1.0818,0.9708,2025-05-16T17:19:22
scroll_b5fd1072,llm,🜄🜄🜁🔷,0.8998,0.9892,2025-05-16T06:42:30
scroll_e6026ced,llm,🜋🜋🜌🜰🜁🜁,1.1521,0.9628,2025-05-16T06:23:54
scroll_a36a3e11,crypto,🜅🜅🜁🜄🔷🜰,0.9565,0.9785,2025-05-16T16:34:50
scroll_2ab44432,crypto,🜅🜄🜰🜄🜋🜁,1.1645,0.9849,2025-05-16T08:22:08
scroll_2e930342,crypto,🜅🔷🜁🜌,1.1502,0.9622,2025-05-16T21:13:32
scroll_b3613ca3,crypto,🜅🜋🔷,1.2477,0.9685,2025-05-16T09:58:27
scroll_eb4ead6d,llm,🜁🜁🔷🜅,1.1642,0.9522,2025-05-16T04:26:19
scroll_66671370,llm,🜰🜅🜋🜋🜁🜌,0.9915,0.98,2025-05-16T15:56:39
scroll_d08ab65b,robotics,🜌🜁🔷🜌🜌🜅,1.227,0.972,2025-05-16T06:07:06
scroll_b7d46800,crypto,🔷🔷🔷🜋🜋🜌,1.1905,0.9651,2025-05-16T04:14:54
scroll_7caf85f2,crypto,🜅🜄🜌🜄🜰,0.9042,0.9529,2025-05-16T17:28:25
scroll_45047d20,robotics,🜅🜅🔷,1.2461,0.969,2025-05-16T02:50:08
scroll_0c80e489,llm,🔷🜋🜌🜁,0.9779,0.9782,2025-05-16T05:14:36
scroll_5f5a1a89,robotics,🜅🜋🜋,1.0907,0.9657,2025-05-16T06:10:34
scroll_9557c89f,llm,🜄🔷🜁,1.1211,0.956,2025-05-16T02:22:42
scroll_772642ae,robotics,🔷🜁🜄🜰🔷,1.0463,0.9707,2025-05-16T07:19:16
scroll_7f066921,llm,🜁🜰🔷,1.1483,0.9877,2025-05-16T11:23:13
scroll_d0af67b9,llm,🜋🜁🜋🜌,1.2332,0.9825,2025-05-16T01:25:49
scroll_dd325ed5,robotics,🜁🜋🜄,0.9999,0.9736,2025-05-16T19:00:53
scroll_f7923c6e,llm,🜃🜄🜌🔷,0.9939,0.9688,2025-05-16T18:36:33
scroll_0526c04f,crypto,🜋🔷🜄,1.0949,0.9507,2025-05-16T04:15:06
scroll_fdb85acd,crypto,🜁🜌🜁🜁🜁🔷,1.2282,0.9894,2025-05-16T15:48:43
scroll_edbc816c,llm,🜄🜅🜰🜰,1.2291,0.9628,2025-05-16T17:25:53
scroll_57689c10,robotics,🔷🔷🜃🜁🜁,0.997,0.958,2025-05-16T08:53:40
scroll_c30c38e3,robotics,🜁🜅🜃🔷🜌🜅,1.1224,0.99,2025-05-16T19:09:50
scroll_78efd9de,crypto,🔷🜃🜋🜁🜌,1.1319,0.9562,2025-05-16T01:43:33
scroll_3dc59a5f,crypto,🜁🜋🜌🜋🜰,1.0761,0.9877,2025-05-16T08:58:04
scroll_fe9882fd,llm,🜃🜌🜃🜁🜅🜰,1.0344,0.9524,2025-05-16T22:00:15
scroll_50fec53b,crypto,🜋🜃🜃🜰🜄🜁,1.0165,0.963,2025-05-16T05:10:36
scroll_6e342c44,llm,🜌🜄🜅,1.2248,0.9751,2025-05-16T19:46:10
scroll_660a5931,robotics,🜁🜋🜄🜁🜌,1.1778,0.9506,2025-05-16T22:53:06
scroll_6a9524f7,llm,🜰🜌🔷🜋🜌,0.9515,0.957,2025-05-16T17:06:48
scroll_9d2152f9,crypto,🜰🜰🜌🜄,1.021,0.988,2025-05-16T15:15:30
scroll_7e7b7a69,robotics,🜋🔷🜰🜋🜰🜋,0.9209,0.9735,2025-05-16T09:08:48
scroll_24785192,llm,🜁🜁🜁🜃🜁,1.0795,0.9648,2025-05-16T09:43:28
scroll_2128c786,robotics,🜰🜰🜋🜃🜰,1.2348,0.9851,2025-05-16T05:16:23
scroll_84762726,crypto,🔷🜄🜅,1.1228,0.9675,2025-05-16T10:25:39
scroll_ab409f38,crypto,🜄🜅🜌🜁🜃🜋,0.9106,0.9603,2025-05-16T07:05:53
scroll_43a591b5,llm,🜅🜌🔷🜰🜅,1.2261,0.9838,2025-05-16T17:51:42
scroll_da540af7,llm,🜰🜄🜋🜌🜰🜰,1.1725,0.9643,2025-05-16T13:08:59
scroll_fd54e29a,robotics,🜰🜃🜁🜃🜁,1.2285,0.9734,2025-05-16T11:05:48
scroll_3ac67c92,crypto,🜅🜋🜰🜌🜅,0.9408,0.9826,2025-05-16T21:24:57
scroll_e81c6da0,robotics,🜃🔷🔷🜋,1.1357,0.9896,2025-05-16T05:26:07
scroll_021eaa45,llm,🜋🔷🜌🜄,1.1903,0.9516,2025-05-16T10:02:05
scroll_eeb4a9cb,robotics,🜁🔷🔷🜃,0.9263,0.951,2025-05-16T18:57:33
scroll_e1de6382,robotics,🜁🜅🜅,1.0119,0.9575,2025-05-16T08:08:24
scroll_ac6c66f3,llm,🔷🜃🜅,1.0876,0.9879,2025-05-16T08:25:04
scroll_5a54d1df,llm,🜅🜃🜋,0.9817,0.9718,2025-05-16T03:40:39
scroll_e706fa71,crypto,🜋🜌🜃,1.1392,0.964,2025-05-16T17:46:27
scroll_3c71e785,llm,🜌🜌🜅,0.9712,0.9712,2025-05-16T14:49:33
scroll_638fb268,llm,🜌🜋🜁🜌🜃🜄,1.0831,0.9549,2025-05-16T10:41:58
scroll_71583d11,crypto,🜋🜃🜅🜌🜌🜅,1.0434,0.9664,2025-05-16T18:36:20
scroll_a4bddf3a,llm,🜰🜅🜃🜰🜌🔷,1.1362,0.9636,2025-05-16T04:41:25
scroll_ae51bbf3,robotics,🜋🔷🜰,1.0134,0.9847,2025-05-16T00:28:43
scroll_32ca4d40,llm,🔷🜁🜅,1.0117,0.9693,2025-05-16T13:53:38
scroll_feeeed65,llm,🜁🜋🔷🜋,1.0437,0.974,2025-05-16T21:37:10
scroll_54a39df7,robotics,🜅🔷🜅🜃🜅,1.1708,0.9606,2025-05-16T18:11:45
scroll_5381c0a8,crypto,🜁🜋🜃,1.0361,0.9827,2025-05-16T15:29:41
scroll_248e89c9,crypto,🔷🜋🜄🜰🔷🜁,0.8972,0.9605,2025-05-16T23:34:33
scroll_d5238f52,llm,🜅🜁🜁🜋🔷,0.874,0.9723,2025-05-16T18:59:51
scroll_ef16d7b3,robotics,🜰🜌🜰🜌,0.9513,0.9818,2025-05-16T09:41:32
scroll_c8c4926a,robotics,🜅🜁🜅🜁🔷,1.2349,0.9697,2025-05-16T23:44:32
scroll_5a326af4,robotics,🔷🜃🜌,0.8673,0.969,2025-05-16T01:14:51
scroll_ebc78d9d,robotics,🜅🜁🔷🜃,1.0878,0.9869,2025-05-16T00:18:31
scroll_d58adbb7,llm,🜅🜌🜃,0.9874,0.9828,2025-05-16T21:49:15
scroll_62724ebb,llm,🜋🔷🜋,1.1394,0.9784,2025-05-16T12:04:42
scroll_9a036b6b,llm,🜋🜄🜃🜋🜄,0.8765,0.9533,2025-05-16T13:25:06
scroll_73ef90f1,crypto,🜁🜃🜅🜄🜃,1.1905,0.9801,2025-05-16T20:47:18
scroll_580b9fa4,llm,🜄🜅🔷🜁🜄,0.971,0.989,2025-05-16T20:35:27
scroll_a7451e6d,llm,🔷🜃🜌🜰,0.9073,0.9771,2025-05-16T23:48:41
scroll_73be3d43,crypto,🔷🜌🜰🔷🜁,0.9542,0.9731,2025-05-16T08:17:14
scroll_e84dbd04,llm,🜄🜃🜄🜁,1.0895,0.9748,2025-05-16T22:07:19
scroll_49dcc907,crypto,🜅🜁🜁🜁,0.9984,0.9591,2025-05-16T20:42:29
scroll_2d0799bf,robotics,🔷🜰🜃,1.1236,0.9722,2025-05-16T02:55:39
scroll_11ce53dd,llm,🜃🜋🔷,1.0076,0.9629,2025-05-16T05:56:05
scroll_7e9aca9e,robotics,🜁🜌🜄🜅,1.0341,0.9842,2025-05-16T01:51:23
scroll_a63764e6,crypto,🜰🔷🜄🜰🜄,1.0885,0.9744,2025-05-16T13:08:39
scroll_34f34f00,crypto,🜅🜋🜄🜌,0.9204,0.97,2025-05-16T09:16:11
scroll_048e29c1,llm,🔷🜌🜃🜃,0.9602,0.9794,2025-05-16T10:46:25
scroll_2ef055e7,crypto,🜁🜌🜋,1.069,0.9618,2025-05-16T21:06:29
scroll_a4343119,llm,🜰🜁🜅🜌🜌,1.147,0.988,2025-05-16T20:50:27
scroll_b98860c5,crypto,🜌🜄🜅,1.0568,0.9703,2025-05-16T16:36:22
scroll_6c5485ab,llm,🜰🔷🜃🜃🜰🜋,0.9128,0.9641,2025-05-16T10:47:28
scroll_a6bc6baf,crypto,🜌🜰🜰🔷🜋🜋,1.1714,0.9554,2025-05-16T21:09:42
scroll_623a046a,llm,🜃🜃🜅🜃,0.857,0.9749,2025-05-16T11:55:43
scroll_dfc5ea84,llm,🜃🜰🜅🜅🜅🔷,1.1309,0.9588,2025-05-16T10:53:04
scroll_c5a0ab0e,crypto,🜃🜰🜌🜃🜋,1.0461,0.9548,2025-05-16T15:33:31
scroll_101ed743,crypto,🔷🜰🜰,1.0142,0.9688,2025-05-16T09:02:28
scroll_352903cb,robotics,🜄🜰🜄🜁,1.0107,0.9738,2025-05-16T12:18:43
scroll_3f07d152,crypto,🜋🔷🜄🜌🔷,1.2056,0.9579,2025-05-16T16:45:19
scroll_5d48a996,crypto,🜅🜃🜅,1.1629,0.9771,2025-05-16T15:04:44
scroll_9d371baf,llm,🜌🜅🜋🜰🔷🔷,0.8583,0.9686,2025-05-16T08:32:19
scroll_f7ee71d3,llm,🜰🜌🜰🜁,0.8687,0.9648,2025-05-16T22:37:39
scroll_358f0cf5,robotics,🜰🜅🜅🔷🜌,0.934,0.9795,2025-05-16T07:33:28
scroll_382374b7,robotics,🜰🜋🜄🜋,1.1127,0.9839,2025-05-16T18:41:35
scroll_777a8116,llm,🜌🜌🜰🜅,1.2174,0.9543,2025-05-16T16:46:12
scroll_c5c9a381,llm,🜃🜄🜄🜄,1.1608,0.9876,2025-05-16T12:33:18
scroll_48e40079,llm,🜅🜁🜰,1.0413,0.9649,2025-05-16T01:51:54
scroll_358a3f09,robotics,🜃🜰🜰,1.0111,0.9807,2025-05-16T00:48:10
scroll_cd1fbd08,crypto,🔷🜰🜄,1.2457,0.984,2025-05-16T12:15:31
scroll_64a3634a,crypto,🜁🜋🜌🜁🜅🔷,0.9015,0.952,2025-05-16T21:46:02
scroll_1c053e50,crypto,🜌🜄🜌🜃🜋,0.9375,0.9723,2025-05-16T06:33:25
scroll_0cc3fb11,robotics,🜅🜄🜋🜁🜰,1.1143,0.9615,2025-05-16T18:15:44
scroll_2d9cff8a,crypto,🜌🔷🜋🜁,0.9503,0.9567,2025-05-16T14:34:07
scroll_ddc46f98,robotics,🜁🜃🔷🜋🜋🜃,1.1801,0.9653,2025-05-16T20:48:44
scroll_46fed7d2,llm,🜋🔷🜄🜅,1.139,0.9668,2025-05-16T20:16:59
scroll_cabec303,llm,🜌🜅🜰🜰🜅🜋,1.2487,0.9812,2025-05-16T14:27:31
scroll_4cf82355,robotics,🜄🜌🜁🜃🔷🜋,0.9214,0.9768,2025-05-16T15:58:24
scroll_86eaaa97,llm,🜋🜁🜅,0.9008,0.9805,2025-05-16T13:18:57
scroll_ae01a8ca,robotics,🜁🜰🜌🜅🜋🜌,1.0296,0.9834,2025-05-16T14:28:20
scroll_30e44541,crypto,🜅🜄🜰,1.0459,0.9776,2025-05-16T23:40:04
scroll_a8516db9,crypto,🜋🜅🜰🜋🜰,0.8512,0.9532,2025-05-16T05:59:51
scroll_405b7da9,llm,🜰🜌🜅,0.8764,0.9613,2025-05-16T07:00:36
scroll_ddf1cc91,llm,🜌🜅🜋,1.2483,0.9673,2025-05-16T21:30:11
scroll_869ada63,robotics,🜰🜰🜰🔷,1.2082,0.9871,2025-05-16T05:39:53
scroll_218f1ead,robotics,🜄🜌🜃🜁🜁,0.9866,0.9709,2025-05-16T19:05:03
scroll_68565294,llm,🜄🔷🜁🔷🜌,0.8527,0.9637,2025-05-16T06:29:56
scroll_a9a8f6e8,llm,🜰🜰🔷,1.0875,0.9839,2025-05-16T02:26:58
scroll_7dd109b1,robotics,🔷🜃🔷,1.0999,0.9577,2025-05-16T07:18:49
scroll_2fa6fa28,llm,🔷🜄🜋🜌,1.2125,0.9828,2025-05-16T10:03:05
scroll_9acf5f6b,llm,🜁🜄🜃🜁🜌,1.0295,0.9856,2025-05-16T06:23:07
scroll_fdfbbe39,robotics,🜅🜄🔷🜅🜅,1.1043,0.9712,2025-05-16T17:52:20
scroll_fba5da1f,crypto,🔷🜌🜋,1.1031,0.976,2025-05-16T04:42:23
scroll_09ddf598,llm,🜄🜅🜃🜁🜰,0.9013,0.9851,2025-05-16T19:01:53
scroll_47198f16,robotics,🜃🔷🜌🜰🜅🜅,1.0934,0.9517,2025-05-16T20:21:37
scroll_0ad2835b,llm,🜁🜃🜁🜋,1.109,0.9637,2025-05-16T03:07:48
scroll_4083d87c,crypto,🜃🜋🜃,1.2101,0.9896,2025-05-16T22:47:07
scroll_c64d66bb,crypto,🜃🜃🜰🜌,1.2427,0.9648,2025-05-16T11:59:19
scroll_6ab4b72b,crypto,🜃🜰🜌🔷,0.8634,0.9548,2025-05-16T10:15:39
scroll_a81c7a20,robotics,🜃🜅🜅🜋🜌,0.8766,0.9704,2025-05-16T21:34:22
scroll_ce1ca8f2,crypto,🜃🜋🜰,0.8578,0.9539,2025-05-16T21:54:38
scroll_8dbcd4d1,robotics,🜰🜃🜋🜄🜰,1.0269,0.959,2025-05-16T20:58:34
scroll_7b70ff26,crypto,🜃🜁🜌🜋,1.001,0.9553,2025-05-16T12:13:59
scroll_27cca85d,robotics,🜅🜋🜰🜄,1.139,0.9839,2025-05-16T08:57:02
scroll_e730c62c,crypto,🔷🜋🜌🜌🜄🔷,1.0547,0.9798,2025-05-16T00:34:54
scroll_be5e39c7,llm,🜄🜅🔷,1.015,0.9661,2025-05-16T02:14:33
scroll_fc59e672,robotics,🜋🜄🜃🜃🜄,1.0269,0.9651,2025-05-16T22:58:09
scroll_5c17b570,robotics,🔷🜄🜃,0.873,0.9583,2025-05-16T06:48:14
scroll_649ec90c,llm,🜋🔷🜋,1.13,0.9851,2025-05-16T19:05:08
scroll_604bdd69,crypto,🜌🜁🔷🜄🜌🜅,1.1769,0.9758,2025-05-16T14:51:21
scroll_514b92f5,llm,🔷🜰🜰🔷🜁🜁,0.9175,0.9652,2025-05-16T09:32:19
scroll_435bdad9,robotics,🔷🜰🜌🜅🜁🜃,1.0561,0.9547,2025-05-16T02:27:08
scroll_b5d171a5,llm,🜋🜄🔷🜃,1.1306,0.952,2025-05-16T18:49:34
scroll_4f03b7b6,crypto,🜌🜁🜅🜁🜋🜰,1.1697,0.9755,2025-05-16T12:44:21
scroll_6970aa53,llm,🜅🜁🜃,0.9677,0.9576,2025-05-16T16:24:23
scroll_49b72330,llm,🜋🜅🜌🜋🜰,1.1338,0.9534,2025-05-16T13:48:14
scroll_3aad480a,robotics,🜁🜄🜰🜄🜌,1.067,0.9529,2025-05-16T05:04:00
scroll_f3be0857,robotics,🔷🜰🔷,1.0138,0.9663,2025-05-16T01:01:34
scroll_3fae8da8,llm,🜃🜋🜅🜄🜃🜰,0.9059,0.9883,2025-05-16T13:12:30
scroll_31fa0961,robotics,🜌🜁🔷🜰🔷,1.0988,0.9693,2025-05-16T09:01:04
scroll_d014e7c2,crypto,🜋🔷🜅🜋🜃🜌,0.8637,0.9865,2025-05-16T06:38:55
scroll_92b55f27,robotics,🜰🜋🜁,1.0846,0.9659,2025-05-16T06:08:26
scroll_4c85459a,robotics,🔷🜌🜌🜄,0.9134,0.9826,2025-05-16T04:40:20
scroll_bc3aca66,crypto,🜌🜅🜌🜄🜰,1.0696,0.9506,2025-05-16T03:02:19
scroll_84c13bf2,crypto,🔷🜰🜰🜁,0.855,0.9783,2025-05-16T13:04:24
scroll_7b43c5d6,crypto,🔷🜁🜋,0.9662,0.9592,2025-05-16T01:14:39
scroll_1802e845,llm,🜋🜄🜌🜃🜃🜌,1.0654,0.9548,2025-05-16T12:14:00
scroll_b495e54b,robotics,🜋🜄🜰🜄,0.9098,0.9665,2025-05-16T11:43:13
scroll_c9513750,crypto,🜋🜄🜁🜃,0.9639,0.9843,2025-05-16T02:07:37
scroll_9742eab7,crypto,🜅🜄🜌,0.874,0.9677,2025-05-16T05:09:12
scroll_50ad4583,llm,🜰🜁🜌,0.9486,0.9614,2025-05-16T11:45:36
scroll_56da0acb,robotics,🔷🜌🔷🔷,0.9514,0.989,2025-05-16T16:37:33
scroll_4e52c6eb,robotics,🜄🜃🜅🜃🜃🜃,1.0523,0.9799,2025-05-16T18:40:59
scroll_a0780a97,crypto,🜅🜋🜰🜋🜃,1.0159,0.951,2025-05-16T17:44:11
scroll_dfd39b25,crypto,🜅🜄🜋🜰🜃,0.9331,0.9597,2025-05-16T16:36:01
scroll_a5944e9d,llm,🜅🜅🜃🜌,1.1087,0.9687,2025-05-16T21:41:48
scroll_bab7d0e2,robotics,🜄🜅🜰🔷,1.0226,0.9815,2025-05-16T09:13:14
scroll_5decc55e,robotics,🜰🜋🜰🜃🜌🔷,1.1406,0.9617,2025-05-16T12:30:12
scroll_1739ce89,crypto,🜰🜄🜋🜌🜌🜌,1.1494,0.9753,2025-05-16T16:46:58
scroll_c5538fc3,crypto,🔷🜋🔷🜋,1.089,0.9817,2025-05-16T10:52:37
scroll_f9e52009,llm,🜃🜁🔷🜃🜋,0.9598,0.9619,2025-05-16T20:27:30
scroll_12fdd36f,crypto,🔷🜄🜌,0.9719,0.9731,2025-05-16T22:32:38
scroll_7bfe44c1,crypto,🔷🜁🜋🜄,0.8921,0.9842,2025-05-16T01:20:25
scroll_de4409ed,crypto,🔷🜃🔷🜋🜃🜅,1.2179,0.9754,2025-05-16T15:25:42
scroll_4a1293dd,crypto,🜁🜋🜃🔷🜁🜰,1.06,0.9759,2025-05-16T07:24:28
scroll_6686ccb1,crypto,🜌🜌🜄🜄🜋🜋,0.9459,0.9775,2025-05-16T23:00:26
scroll_65976cf4,crypto,🔷🜋🜃🜄🜄,1.1109,0.9794,2025-05-16T19:50:58
scroll_b7bd3009,crypto,🜋🜌🜄🜄🜰🜅,1.0662,0.9669,2025-05-16T04:21:14
scroll_92187705,robotics,🜋🜄🔷🜃,0.9723,0.9562,2025-05-16T03:42:27
scroll_bb1250ab,llm,🔷🔷🜋🜌,0.8564,0.9509,2025-05-16T11:48:09
scroll_6cb600b5,crypto,🜁🜄🜃🜌,0.8635,0.9729,2025-05-16T12:09:43
scroll_55d747d1,crypto,🜌🜌🜅🜰,0.8933,0.974,2025-05-16T01:54:20
scroll_883841df,llm,🜃🔷🜋🜰,1.2338,0.9866,2025-05-16T19:29:17
scroll_7b9b1182,crypto,🜁🜅🔷🜌🜁,1.0814,0.969,2025-05-16T11:41:20
scroll_faac53c8,robotics,🜰🜁🜅🜅,1.0638,0.9579,2025-05-16T10:02:26
scroll_54930c00,robotics,🜅🜋🔷,0.8506,0.9857,2025-05-16T07:12:52
scroll_796fce2e,crypto,🜰🜋🜌🜋🜌,1.2398,0.9644,2025-05-16T00:43:59
scroll_afa1006a,robotics,🜋🜅🜁🜄🜋🜃,1.0331,0.9894,2025-05-16T04:46:36
scroll_67d825d2,robotics,🜌🜌🜰🜅,1.2109,0.9638,2025-05-16T21:47:24
scroll_5a9b92d4,llm,🜅🜰🜄🜄🜅,1.0881,0.987,2025-05-16T21:11:45
scroll_0004bd8d,llm,🜃🜅🜄🜃,1.2208,0.9719,2025-05-16T12:15:32
scroll_7543c61d,llm,🜌🔷🔷,1.2163,0.9634,2025-05-16T11:37:00
scroll_92bbe691,robotics,🜃🔷🜃🜋,1.0028,0.9624,2025-05-16T06:06:47
scroll_e45df00a,crypto,🜰🜃🜋🜋,0.8674,0.9629,2025-05-16T03:22:18
scroll_9ad924a9,crypto,🜅🜌🜄🜅🜄,0.8687,0.9762,2025-05-16T16:07:08
scroll_545824ab,llm,🜋🜅🔷,0.9355,0.9646,2025-05-16T19:37:36
scroll_509e034c,crypto,🔷🜌🜋🔷🜋🜋,0.8748,0.9664,2025-05-16T06:57:15
scroll_754b353f,robotics,🜁🜰🜅🜃🔷🜃,0.8764,0.9577,2025-05-16T08:16:58
scroll_bf74e1b0,robotics,🜌🜁🜃🜅🜰🜌,1.004,0.9541,2025-05-16T18:58:55
scroll_c91aa165,llm,🜄🔷🜄,1.1307,0.9765,2025-05-16T16:52:12
scroll_a25f9030,robotics,🜌🜅🜃,1.0186,0.9551,2025-05-16T22:09:02
scroll_34adb32d,llm,🔷🜁🜋🜋🜄,0.9413,0.9608,2025-05-16T12:28:33
scroll_fc67bb4a,robotics,🔷🔷🜋🜁🜌🜁,0.8845,0.9656,2025-05-16T01:05:36
scroll_73ed3608,llm,🜌🜃🜄🜌,1.1043,0.9566,2025-05-16T01:19:48
scroll_b21c5aeb,llm,🔷🔷🜋,0.9646,0.979,2025-05-16T12:32:07
scroll_a4169bf8,llm,🜋🜋🜋,1.0391,0.9855,2025-05-16T19:25:49
scroll_0e4c145b,robotics,🜅🜄🜌🜁🜄🜌,1.0963,0.9858,2025-05-16T02:31:04
scroll_2f8886b9,crypto,🜄🜃🜃,1.1838,0.9884,2025-05-16T19:04:20
scroll_b6bbd10e,crypto,🜰🜁🜁🜰,1.1621,0.9847,2025-05-16T17:40:09
scroll_4ac3c301,llm,🜋🜄🜅🜌🜰,1.1999,0.9832,2025-05-16T22:20:38
scroll_8fe86a32,crypto,🜌🜅🜰🔷🜰,0.8788,0.9744,2025-05-16T15:42:34
scroll_16f6753b,robotics,🜅🜄🔷🜌,1.0696,0.9524,2025-05-16T10:19:47
scroll_f31cf18b,llm,🜁🔷🜰🜁🜋🜃,1.027,0.9772,2025-05-16T08:33:18
scroll_156ccb8f,crypto,🜌🜃🜰🜁🜅,1.2122,0.9634,2025-05-16T15:16:39
scroll_ca0ec7bb,llm,🜌🜰🜃🜅🜄,0.9101,0.9863,2025-05-16T05:01:44
scroll_8a01a5bc,crypto,🔷🜄🜄🜋,0.9376,0.9892,2025-05-16T20:55:59
scroll_b74916e5,robotics,🜅🜄🜋🜅🜁,0.9018,0.9873,2025-05-16T00:26:18
scroll_07afa1ad,llm,🜰🜃🜁,1.1902,0.9864,2025-05-16T01:32:58
scroll_2f7095d4,llm,🜁🜋🜄🜋🜅🜋,1.0743,0.9854,2025-05-16T01:22:07
scroll_1fe182fd,robotics,🜃🜰🜄🜋,1.0828,0.9508,2025-05-16T03:11:36
scroll_35911e2e,robotics,🜰🜅🜅,1.1143,0.9765,2025-05-16T09:14:53
scroll_49dd8ba4,crypto,🜋🜁🔷,1.1997,0.9693,2025-05-16T13:20:19
scroll_ad481356,robotics,🜃🜰🜃🔷🜃🜄,0.9192,0.9628,2025-05-16T03:12:13
scroll_9df49083,robotics,🜅🜄🜃🜌,1.2105,0.9759,2025-05-16T09:24:12
scroll_fd512e35,robotics,🜋🜅🔷🜅🜁,1.1423,0.9779,2025-05-16T23:12:51
scroll_f57e77ab,llm,🜋🜄🜅🜅,0.8778,0.9819,2025-05-16T06:07:00
scroll_0d47432e,crypto,🜃🜃🜃,0.8885,0.9835,2025-05-16T09:00:43
scroll_52dd2b59,llm,🜋🜰🜰,1.0993,0.9789,2025-05-16T16:58:54
scroll_8473163e,crypto,🜰🜃🜃🜁🔷🔷,1.0953,0.9562,2025-05-16T17:51:16
